176,121,384,121,384,163,176,163,0.9998323
176,171,384,171,384,201,176,201,0.99983144
208,220,352,220,352,244,208,244,0.99981517
224,734,368,734,368,758,224,758,0.99979967
128,294,432,294,432,373,128,373,0.99977595
128,391,432,391,432,410,128,410,0.9997508
128,510,256,510,256,531,128,531,0.99974936
208,17,368,17,368,55,208,55,0.9997168
144,490,304,490,304,505,144,505,0.99969614
192,529,448,529,448,548,192,548,0.9996741
